amplitude_mae,amplitude_nrmse,amplitude_scale,center_shift_voxels,index,name,particle_seed,phase_offset_rad,phase_type,phase_wca,phase_wca_direct,phase_wca_inverted,shape_phase,shape_type,split,support_dice,support_iou,support_precision,support_recall,support_volume_ratio,threshold,twin_flip_selected,wrapped_phase_mae_rad
25474156.0,0.10002462626492763,8673915548.627789,"[0, 1, 1]",5442,sample_101448.npz,21294647,2.4797730445861816,gauss,0.7184914350509644,0.9879566673189402,0.7184914350509644,random/gauss,random,evaluation,0.7027320034692107,0.5417014875480528,0.9027855153203342,0.5752573659921902,0.6372026979055733,0.275,True,0.29092979431152344
29515228.0,0.03096004239829821,4034448193.2530584,"[0, 0, 0]",5443,sample_101449.npz,21294647,0.6784952878952026,gauss,0.6700103282928467,0.6700103282928467,0.9688209109008312,random/gauss,random,evaluation,0.9107347510505539,0.8361000701426233,0.8915482423335827,0.9307652264445602,1.0439875065070277,0.275,False,0.16350647807121277
30874256.0,0.0319303211422464,7768947231.877456,"[-1, 1, 0]",5444,sample_101450.npz,21294647,2.0171186923980713,random,0.7038301825523376,0.8374772220849991,0.7038301825523376,random/random,random,evaluation,0.8471264367816091,0.7347956131605184,0.8284001498688648,0.86671893375147,1.0462563700509604,0.275,True,0.23828727006912231
14649967.0,0.03495314502759134,12376430164.15983,"[1, 0, 0]",5445,sample_101451.npz,21294648,1.963192343711853,cosine,0.25548166036605835,0.25548166036605835,0.9530107043683529,winterbottom/cosine,winterbottom,evaluation,0.9205816554809844,0.8528497409326425,0.8726437323279924,0.974092582851131,1.1162546028406102,0.275,False,0.23563311994075775
13340933.0,0.057051186384775285,13080364276.791206,"[0, 0, 0]",5446,sample_101453.npz,21294648,0.9956479072570801,gauss,0.3633032441139221,0.3633032441139221,0.8882013708353043,winterbottom/gauss,winterbottom,evaluation,0.9315892012246034,0.8719391476503073,0.9283337031284669,0.9348676125572561,1.007038319740811,0.275,False,0.17995141446590424
16091075.0,0.038071362402450445,8614424614.773323,"[0, 0, 1]",5447,sample_101454.npz,21294649,-2.2819900512695312,cosine,0.47600167989730835,0.47600167989730835,0.9597062915563583,random/cosine,random,evaluation,0.8983328514985063,0.8154303708887334,0.9117762128325508,0.8852801519468186,0.9709401709401709,0.275,False,0.6103378534317017
25311444.0,0.051905537075074955,1488222585.0795527,"[2, 0, 0]",5448,sample_101455.npz,21294649,0.31108200550079346,random,0.9176427125930786,0.9433049783110619,0.9176427125930786,random/random,random,evaluation,0.6859158033943135,0.5219724924521972,0.8259023354564756,0.5865058424425179,0.7101394647568791,0.275,True,0.7833395004272461
43398520.0,0.05771418612014272,7785225491.789304,"[-1, 1, 1]",5449,sample_101456.npz,21294649,-1.5130867958068848,random,0.9335388243198395,0.9402409382164478,0.9335388243198395,random/random,random,evaluation,0.6545932525193515,0.4865392965696917,0.7860399859698352,0.5608108108108109,0.7134634634634635,0.275,True,0.4386621415615082
24470812.0,0.04528771291877704,7256358717.955408,"[0, 1, 0]",5450,sample_101457.npz,21294650,0.7743296027183533,gauss,0.6146404147148132,0.6146404147148132,0.9443981125950813,random/gauss,random,evaluation,0.8684851436921578,0.7675419715884632,0.8216589861751152,0.9209710743801653,1.1208677685950412,0.275,False,0.17089033126831055
21241422.0,0.04168510395364786,13052741185.163025,"[1, 0, 0]",5451,sample_101458.npz,21294650,0.7332396507263184,gauss,0.6699581742286682,0.7995797246694565,0.6699581742286682,random/gauss,random,evaluation,0.864344439636521,0.7610973518765479,0.8897550111358574,0.8403449726546066,0.9444678165755154,0.275,True,0.27954792976379395
26797830.0,0.05379181437996944,38210276790.31034,"[-1, 0, 1]",5452,sample_101459.npz,21294650,-0.5089526772499084,gauss,0.6201673150062561,0.7446680068969727,0.6201673150062561,random/gauss,random,evaluation,0.8438005827128521,0.7298054038919222,0.8432546101585248,0.8443472627146097,1.001295756397797,0.275,True,0.35105887055397034
28388764.0,0.02767418344835424,45260034055.98052,"[0, 0, 0]",5453,sample_101460.npz,21294651,0.6651723384857178,gauss,0.18735069036483765,0.18735069036483765,0.8273800015449524,winterbottom/gauss,winterbottom,evaluation,0.9583414444228149,0.9200149504765465,0.9329164297896532,0.9851911146688013,1.0560336201721032,0.275,False,0.15736998617649078
20629352.0,0.034866930532387146,7953050578.2527895,"[1, 0, 1]",5454,sample_101461.npz,21294651,-2.7664504051208496,cosine,0.40714889764785767,0.40714889764785767,0.8976994305849075,winterbottom/cosine,winterbottom,evaluation,0.8834997622444127,0.7913117546848382,0.8693075483468496,0.8981630679987109,1.0331936835320656,0.275,False,0.41098764538764954
26047422.0,0.03537705561623495,2770091128.9750276,"[0, 0, 0]",5455,sample_101462.npz,21294651,-2.478680372238159,random,0.5543653666973114,0.5543653666973114,0.9695212543010712,winterbottom/random,winterbottom,evaluation,0.8936612400415657,0.8077645585472761,0.9761634506242906,0.8240178856595337,0.8441392526349409,0.275,False,0.2952723205089569
24341962.0,0.03535064848891704,19884632296.767044,"[-2, 0, 0]",5456,sample_101463.npz,21294652,-2.3934106826782227,random,0.5563637614250183,0.9040785878896713,0.5563637614250183,random/random,random,evaluation,0.7838283828382838,0.6445047489823609,0.9196515004840271,0.6829618979151689,0.7426312005751258,0.275,True,0.30103906989097595
19945784.0,0.03788956614115109,18764341561.114002,"[1, 0, 0]",5457,sample_101464.npz,21294652,-1.3833749294281006,random,0.4453287124633789,0.4453287124633789,0.9003154262900352,random/random,random,evaluation,0.8570739937334297,0.7498945592576972,0.8671055840039015,0.8472718608529902,0.9771265189421015,0.275,False,0.316819965839386
