name,real_amp_l1,real_amp_ssim,real_phase_mae_true_support,real_support_dice,real_support_iou,real_support_volume_ratio,threshold
val_diff_000000,0.01657445728778839,0.6001914143562317,2.2830722332000732,0.3151478171348572,0.18704776465892792,5.3148112297058105,0.05
val_diff_000001,0.03286289423704147,0.36508145928382874,1.6356652975082397,0.19564203917980194,0.1084275096654892,9.16568374633789,0.05
val_diff_000002,0.011465363204479218,0.7319349050521851,0.2839089632034302,0.2768136262893677,0.16064056754112244,6.161616325378418,0.05
val_diff_000003,0.014306065626442432,0.6747696399688721,1.9125752449035645,0.3000527620315552,0.1765071004629135,5.625988006591797,0.05
val_diff_000004,0.00953516736626625,0.8018892407417297,2.682603359222412,0.22620844841003418,0.12752820551395416,7.656588077545166,0.05
val_diff_000005,0.016536710783839226,0.6241763234138489,1.321785807609558,0.33144664764404297,0.19864311814308167,4.995798110961914,0.05
val_diff_000006,0.017331695184111595,0.5673327445983887,0.4847918748855591,0.2012585550546646,0.11188854277133942,8.603816986083984,0.05
val_diff_000007,0.012238264083862305,0.7793371677398682,1.456047773361206,0.38423874974250793,0.23780663311481476,4.060340404510498,0.05
val_diff_000008,0.012389162555336952,0.733989417552948,0.9616122245788574,0.3595253825187683,0.21915937960147858,4.525191307067871,0.05
val_diff_000009,0.022628026083111763,0.5455355048179626,0.7178554534912109,0.2646436095237732,0.15250101685523987,6.460455417633057,0.05
val_diff_000010,0.010805318132042885,0.7033450603485107,2.3268938064575195,0.22330208122730255,0.1256837695837021,7.780106067657471,0.05
val_diff_000011,0.009043529629707336,0.8033720850944519,2.4909844398498535,0.29521894454956055,0.17317117750644684,5.624281883239746,0.05
val_diff_000012,0.0032213786616921425,0.9376475214958191,0.2335338443517685,0.5369921326637268,0.36704662442207336,2.6431925296783447,0.05
val_diff_000013,0.00927039049565792,0.7818019986152649,0.26633545756340027,0.2885405123233795,0.16859325766563416,5.838951110839844,0.05
val_diff_000014,0.005848699249327183,0.8570771217346191,2.84036922454834,0.4121769666671753,0.2595862150192261,3.8195059299468994,0.05
val_diff_000015,0.008462565019726753,0.8205186128616333,0.392483651638031,0.30939143896102905,0.18300595879554749,5.440842151641846,0.05
val_diff_000000,0.010421146638691425,0.790645956993103,1.3380625247955322,0.5492119789123535,0.3785611689090729,2.583451271057129,0.075
val_diff_000001,0.021024508401751518,0.5809771418571472,1.411452293395996,0.3442493677139282,0.20791135728359222,4.741204738616943,0.075
val_diff_000002,0.008320399560034275,0.8702086210250854,0.41183483600616455,0.48246410489082336,0.31792598962783813,3.1135265827178955,0.075
val_diff_000003,0.008909419178962708,0.8421556949615479,1.2353477478027344,0.5258544683456421,0.35671812295913696,2.779635190963745,0.075
val_diff_000004,0.006165930535644293,0.8932813405990601,1.6636662483215332,0.38793420791625977,0.2406441569328308,4.061216831207275,0.075
val_diff_000005,0.011348389089107513,0.8087007403373718,0.9667645692825317,0.5595216155052185,0.38842764496803284,2.531351089477539,0.075
val_diff_000006,0.008433555252850056,0.79318767786026,0.3216172158718109,0.4260331988334656,0.27067482471466064,3.545149326324463,0.075
val_diff_000007,0.007621034514158964,0.9049017429351807,0.7082371115684509,0.6044430136680603,0.4331195652484894,2.2017529010772705,0.075
val_diff_000008,0.007754175458103418,0.8752116560935974,0.7109537720680237,0.5777451395988464,0.4062177538871765,2.4117560386657715,0.075
val_diff_000009,0.015526043251156807,0.7380213141441345,0.25332942605018616,0.4547097086906433,0.29425519704818726,3.3707222938537598,0.075
val_diff_000010,0.005622938275337219,0.8730210065841675,1.2866787910461426,0.47504723072052,0.31151601672172546,3.1431455612182617,0.075
val_diff_000011,0.006850006058812141,0.896104633808136,1.3850053548812866,0.47072359919548035,0.3078080713748932,3.084595203399658,0.075
val_diff_000012,0.002453177934512496,0.969344437122345,0.1898105889558792,0.7349065542221069,0.580910861492157,1.7033967971801758,0.075
val_diff_000013,0.006405487656593323,0.8874162435531616,0.18576695024967194,0.4985886812210083,0.33208000659942627,2.8977060317993164,0.075
val_diff_000014,0.004055093042552471,0.9328374266624451,1.3621004819869995,0.6287171840667725,0.4584883451461792,2.144817352294922,0.075
val_diff_000015,0.006304945796728134,0.8984552025794983,0.5324282050132751,0.4776884615421295,0.31379151344299316,3.1533994674682617,0.075
val_diff_000000,0.007685365155339241,0.8797086477279663,0.8893038034439087,0.7145133018493652,0.5558309555053711,1.7267124652862549,0.1
val_diff_000001,0.015049785375595093,0.7292910814285278,0.9614400863647461,0.5156711935997009,0.34741032123565674,2.8143038749694824,0.1
val_diff_000002,0.007092123851180077,0.9110839366912842,0.433774471282959,0.6024258136749268,0.43105101585388184,2.2768993377685547,0.1
val_diff_000003,0.007122974842786789,0.9071158766746521,0.7617294192314148,0.6717265844345093,0.5057140588760376,1.943464994430542,0.1
val_diff_000004,0.005029685795307159,0.9269737005233765,0.8833463191986084,0.5193721652030945,0.3507783114910126,2.7573721408843994,0.1
val_diff_000005,0.008195405825972557,0.8910419940948486,0.7298844456672668,0.7076104283332825,0.5475210547447205,1.7944408655166626,0.1
val_diff_000006,0.005703152157366276,0.8952178955078125,0.25277483463287354,0.6390175819396973,0.4695267379283905,2.050715684890747,0.1
val_diff_000007,0.00668017752468586,0.9355428218841553,0.4828208088874817,0.7082188129425049,0.5482498407363892,1.6988033056259155,0.1
val_diff_000008,0.006319779437035322,0.924209713935852,0.5048987865447998,0.717849850654602,0.559879720211029,1.7516205310821533,0.1
val_diff_000009,0.011384821496903896,0.8378697037696838,0.19494692981243134,0.6000693440437317,0.428642213344574,2.29975962638855,0.1
val_diff_000010,0.004135132301598787,0.934475302696228,0.6740085482597351,0.6669492125511169,0.5003179311752319,1.9782882928848267,0.1
val_diff_000011,0.004873225465416908,0.9297373294830322,0.8152704834938049,0.5932775735855103,0.42174458503723145,2.246997356414795,0.1
