name,paper_modulus_mae,chi2_modulus,real_amp_ssim,r_factor_free,llk_free,chi2_free,inference_ms,pearson_corr,pearson_loss,real_amp_global_ssim,real_amp_l1,real_amp_mse,real_amp_rel_l1,real_amp_rmse,real_phase_l1_true_support,real_phase_mae_intersection,real_phase_mae_true_support,real_phase_mse_true_support,real_phase_rel_l1_true_support,real_phase_rmse_true_support,real_support_dice,real_support_iou,real_support_l1,real_support_mse,real_support_pred_fraction,real_support_rel_l1,real_support_rmse,real_support_true_fraction,real_support_volume_ratio,relative_l1_modulus,relative_log_mse,voxel_mse,voxel_rmse
val_diff_000000,3.8681771755218506,0.014285231940448284,0.9537432193756104,0.3431936800479889,399.6479187011719,0.01949681155383587,13.899771690368652,0.9927160143852234,0.007283985614776611,0.9467182159423828,0.0064409454353153706,0.002148905536159873,0.23496128618717194,0.04635639861226082,0.2782105803489685,0.2573471963405609,0.2782105803489685,0.14276748895645142,0.2842468321323395,0.3778458833694458,0.8964624404907227,0.8123533129692078,0.008541107177734375,0.008541107177734375,0.044734954833984375,0.22620731592178345,0.09241816401481628,0.03775787353515625,1.1847847700119019,0.32771289348602295,0.12090349942445755,78.36338806152344,8.852310180664062
val_diff_000001,4.354551315307617,0.022488972172141075,0.9349874258041382,0.3530067205429077,685.4349975585938,0.05997907370328903,13.899771690368652,0.9894179105758667,0.0105820894241333,0.9160926938056946,0.010378178209066391,0.0044851358979940414,0.3298299312591553,0.06697122752666473,0.35614660382270813,0.34323030710220337,0.35614660382270813,0.18599028885364532,0.9708367586135864,0.4312659204006195,0.8470520973205566,0.7346838116645813,0.01229095458984375,0.01229095458984375,0.0441436767578125,0.3393722474575043,0.11086462438106537,0.03621673583984375,1.2188750505447388,0.32694917917251587,0.11686445772647858,169.7667236328125,13.02945613861084
val_diff_000002,3.9148101806640625,0.027065109461545944,0.9605098366737366,0.37184658646583557,332.6116638183594,0.036066684871912,13.899771690368652,0.9860252737998962,0.01397472620010376,0.9086076021194458,0.004824977368116379,0.00182999181561172,0.37150534987449646,0.04277852177619934,0.531023383140564,0.46990251541137695,0.531023383140564,0.4621756672859192,0.41764116287231445,0.6798350214958191,0.8349961638450623,0.7167325615882874,0.006561279296875,0.006561279296875,0.02239227294921875,0.3776899576187134,0.08100178092718124,0.01737213134765625,1.2889766693115234,0.3567013442516327,0.11804402619600296,72.80518341064453,8.53259563446045
val_diff_000003,4.489704608917236,0.020491400733590126,0.9573506116867065,0.3481195271015167,415.55731201171875,0.028719032183289528,13.899771690368652,0.9894933104515076,0.010506689548492432,0.9264894723892212,0.006396421231329441,0.0028765746392309666,0.29163140058517456,0.05363380163908005,0.3279677629470825,0.31383195519447327,0.3279677629470825,0.161172553896904,0.459727019071579,0.40146303176879883,0.8629546165466309,0.7589446902275085,0.007633209228515625,0.007633209228515625,0.030597686767578125,0.3041033446788788,0.08736829459667206,0.0251007080078125,1.2189970016479492,0.3404984176158905,0.10951240360736847,108.9659423828125,10.438674926757812
val_diff_000004,3.670194625854492,0.029736842960119247,0.9663975238800049,0.3765793740749359,266.83624267578125,0.05045422166585922,13.899771690368652,0.984286367893219,0.015713632106781006,0.8653156757354736,0.004183617886155844,0.0019143347162753344,0.5061895251274109,0.04375322535634041,0.4383721649646759,0.43323150277137756,0.4383721649646759,0.2820683419704437,1.2357580661773682,0.5311010479927063,0.7886367440223694,0.6510323882102966,0.005222320556640625,0.005222320556640625,0.01448822021484375,0.5110116004943848,0.07226569205522537,0.010219573974609375,1.4176931381225586,0.3528580963611603,0.12060416489839554,55.80376434326172,7.470191955566406
val_diff_000005,3.876208543777466,0.014197327196598053,0.9460745453834534,0.35412588715553284,336.8357849121094,0.017123756930232048,13.899771690368652,0.9928182363510132,0.007181763648986816,0.9269700050354004,0.007284725550562143,0.0027839154936373234,0.2849762439727783,0.052762918174266815,0.31164777278900146,0.24904948472976685,0.31164777278900146,0.21804778277873993,0.3358194828033447,0.46695587038993835,0.871303915977478,0.771956205368042,0.009845733642578125,0.009845733642578125,0.041095733642578125,0.2780650854110718,0.0992257222533226,0.03540802001953125,1.1606334447860718,0.34086504578590393,0.13219094276428223,73.40394592285156,8.567610740661621
val_diff_000006,4.08138370513916,0.02075740322470665,0.9588689804077148,0.33280283212661743,389.31109619140625,0.027227863669395447,13.899771690368652,0.9899170994758606,0.010082900524139404,0.926270604133606,0.005879824981093407,0.0025751325301826,0.303014874458313,0.05074586346745491,0.35390976071357727,0.35491064190864563,0.35390976071357727,0.18702416121959686,1.575361728668213,0.4324629306793213,0.8458358645439148,0.7328557968139648,0.00768280029296875,0.00768280029296875,0.028247833251953125,0.35589325428009033,0.08765164017677307,0.021587371826171875,1.308535099029541,0.3140942454338074,0.10641121119260788,100.1634521484375,10.008169174194336
val_diff_000007,4.096884250640869,0.018406813964247704,0.965252161026001,0.345967561006546,299.6402587890625,0.026981638744473457,13.899771690368652,0.9905208945274353,0.009479105472564697,0.9407185912132263,0.004838768858462572,0.0019468648824840784,0.25521767139434814,0.04412340372800827,0.32694053649902344,0.3138221204280853,0.32694053649902344,0.16061270236968994,0.7076588273048401,0.40076515078544617,0.8724648952484131,0.7737806439399719,0.006404876708984375,0.006404876708984375,0.027587890625,0.2829934358596802,0.08003053814172745,0.022632598876953125,1.2189449071884155,0.3362666964530945,0.1141529232263565,81.25579833984375,9.014200210571289
val_diff_000008,4.106233596801758,0.013515006750822067,0.9549419283866882,0.3193807303905487,435.47119140625,0.016759365797042847,13.899771690368652,0.9930607676506042,0.006939232349395752,0.9226263165473938,0.006353266537189484,0.0031592606101185083,0.2797514498233795,0.05620738863945007,0.3061242997646332,0.29091760516166687,0.3061242997646332,0.14505167305469513,0.7684705853462219,0.3808565139770508,0.8549454808235168,0.7466417551040649,0.008274078369140625,0.008274078369140625,0.031147003173828125,0.3195344805717468,0.0909620150923729,0.0258941650390625,1.2028579711914062,0.3079878091812134,0.10505703836679459,74.36769104003906,8.62367057800293
val_diff_000009,4.240837574005127,0.01899254135787487,0.9428768754005432,0.34429827332496643,637.4593505859375,0.03193550556898117,13.899771690368652,0.9904965162277222,0.009503483772277832,0.9251271486282349,0.009115664288401604,0.0038120097015053034,0.3127807676792145,0.061741556972265244,0.2967626750469208,0.2976360023021698,0.2967626750469208,0.1346062868833542,1.1215366125106812,0.36688730120658875,0.849113941192627,0.7377914786338806,0.0113677978515625,0.0113677978515625,0.042011260986328125,0.34107816219329834,0.1066199243068695,0.033329010009765625,1.2605012655258179,0.3216274678707123,0.11711694300174713,133.790771484375,11.56679630279541
val_diff_000010,4.0120720863342285,0.030291656032204628,0.9692385792732239,0.3353208005428314,333.49383544921875,0.031289875507354736,13.899771690368652,0.9844682812690735,0.015531718730926514,0.9300575852394104,0.004090817645192146,0.0015481801237910986,0.3196317255496979,0.039347048848867416,0.3870781362056732,0.3704569935798645,0.3870781362056732,0.22687114775180817,0.874251663684845,0.47630995512008667,0.8093135952949524,0.679703414440155,0.006591796875,0.006591796875,0.019458770751953125,0.43625345826148987,0.08118994534015656,0.015110015869140625,1.2878061532974243,0.33423298597335815,0.10352972149848938,91.12987518310547,9.546196937561035
val_diff_000011,3.943634033203125,0.03210657462477684,0.9707024097442627,0.37573638558387756,308.4793701171875,0.05554892495274544,13.899771690368652,0.9830160737037659,0.01698392629623413,0.9234633445739746,0.0038231275975704193,0.0012448597699403763,0.3575713634490967,0.03528271242976189,0.5206085443496704,0.47582149505615234,0.5206085443496704,0.4346354603767395,0.6253390312194824,0.659268856048584,0.85493004322052,0.7466182112693787,0.004787445068359375,0.004787445068359375,0.018390655517578125,0.3276762366294861,0.06919143348932266,0.01461029052734375,1.2587467432022095,0.35880881547927856,0.11258953809738159,69.40191650390625,8.330780982971191
val_diff_000012,3.1778383255004883,0.017311466857790947,0.9814486503601074,0.35088175535202026,160.6988067626953,0.021551720798015594,13.899771690368652,0.9909752607345581,0.009024739265441895,0.9507279396057129,0.0022813654504716396,0.000716442649718374,0.23249250650405884,0.026766633614897728,0.26483622193336487,0.20218220353126526,0.26483622193336487,0.25032785534858704,0.24297933280467987,0.5003277659416199,0.9016179442405701,0.8208600878715515,0.00287628173828125,0.00287628173828125,0.015422821044921875,0.20822976529598236,0.053631071001291275,0.013813018798828125,1.1165423393249512,0.335536926984787,0.11808476597070694,33.3897590637207,5.778387069702148
val_diff_000013,3.539173126220703,0.02036176808178425,0.9703052043914795,0.34664955735206604,236.3941192626953,0.02915387786924839,13.899771690368652,0.9893777966499329,0.010622203350067139,0.9299057126045227,0.0038126290310174227,0.001254054717719555,0.32251760363578796,0.035412777215242386,0.32830697298049927,0.3185105323791504,0.32830697298049927,0.1641046404838562,0.4134572446346283,0.4050983190536499,0.8394628167152405,0.723339855670929,0.00592803955078125,0.00592803955078125,0.0206298828125,0.36376404762268066,0.07699382305145264,0.01629638671875,1.2659176588058472,0.33455419540405273,0.11245855689048767,48.433746337890625,6.959435939788818
val_diff_000014,3.7661337852478027,0.022060630843043327,0.9607216119766235,0.34785452485084534,249.24949645996094,0.03493403643369675,13.899771690368652,0.988534152507782,0.011465847492218018,0.9135171175003052,0.004627063404768705,0.0017202054150402546,0.3511415123939514,0.04147547855973244,0.39168253540992737,0.3653586506843567,0.39168253540992737,0.2340473085641861,0.6623668670654297,0.48378437757492065,0.8470566272735596,0.7346905469894409,0.006214141845703125,0.006214141845703125,0.02256011962890625,0.3438885509967804,0.07882989197969437,0.018070220947265625,1.2484694719314575,0.3339851200580597,0.10464286804199219,58.432334899902344,7.644104480743408
