name,chi2_modulus,inference_ms,paper_modulus_mae,pearson_corr,pearson_loss,phase_wca,phase_wca_direct,phase_wca_inverted,real_amp_global_ssim,real_amp_l1,real_amp_mse,real_amp_rel_l1,real_amp_rmse,real_amp_ssim,real_phase_l1_true_support,real_phase_mae_intersection,real_phase_mae_true_support,real_phase_mse_true_support,real_phase_rel_l1_true_support,real_phase_rmse_true_support,real_support_dice,real_support_iou,real_support_l1,real_support_mse,real_support_pred_fraction,real_support_rel_l1,real_support_rmse,real_support_true_fraction,real_support_volume_ratio,relative_l1_modulus,relative_log_mse,twin_flip_selected,voxel_mse,voxel_rmse
val_diff_000000,6.764528444769963e-14,28.934560775756836,7.814611308276653e-06,1.0000001192092896,-1.1920928955078125e-07,0.588219940662384,0.588219940662384,0.9785364270210266,0.9528048634529114,0.008141637779772282,0.0017978436080738902,0.2970013916492462,0.04240110516548157,0.8972203135490417,0.8897601366043091,0.8862987160682678,0.8897601366043091,0.8458712697029114,0.9090649485588074,0.9197126030921936,0.7741377353668213,0.6315046548843384,0.021907806396484375,0.021907806396484375,0.059238433837890625,0.5802182555198669,0.1480128914117813,0.03775787353515625,1.568902850151062,6.620557542191818e-07,3.508949641267689e-12,0.0,3.710765028586138e-10,0.00010183847916778177
val_diff_000001,7.022570594700586e-14,28.934560775756836,9.13846815819852e-06,1.0,0.0,0.5922884345054626,0.9930086731910706,0.5922884345054626,0.9173686504364014,0.015441883355379105,0.0032320728059858084,0.49076005816459656,0.05685140937566757,0.702124834060669,1.164923071861267,1.171717643737793,1.164923071861267,1.4141833782196045,3.175518274307251,1.1891944408416748,0.4962806701660156,0.3300354480743408,0.072845458984375,0.072845458984375,0.1083984375,2.011375665664673,0.2698989808559418,0.03621673583984375,2.9930481910705566,6.861360475340916e-07,4.786076916729609e-12,1.0,5.301259431433891e-10,0.00010261640272801742
val_diff_000002,8.919101080525488e-14,28.934560775756836,6.137782293080818e-06,1.0,0.0,0.8823803067207336,0.8823803067207336,0.9938368201255798,0.8917723894119263,0.007009246852248907,0.0018647965043783188,0.5396860241889954,0.043183404952287674,0.9135487079620361,0.2226821482181549,0.21386878192424774,0.2226821482181549,0.13376620411872864,0.17513583600521088,0.36574065685272217,0.5974491834640503,0.4259732961654663,0.0231170654296875,0.0231170654296875,0.0400543212890625,1.3306982517242432,0.15204299986362457,0.01737213134765625,2.3056652545928955,5.592493721451319e-07,1.9185581942582353e-12,0.0,2.399239418249266e-10,0.00010119250509887934
val_diff_000003,7.454402221364342e-14,28.934560775756836,8.05001582193654e-06,1.0,0.0,0.750935435295105,0.750935435295105,0.9905971884727478,0.9394766092300415,0.007787082809954882,0.0020154151134192944,0.3550357222557068,0.04489348828792572,0.906320333480835,0.2530349791049957,0.2492838054895401,0.2530349791049957,0.10922465473413467,0.35469040274620056,0.3304915428161621,0.6698354482650757,0.5035733580589294,0.0246429443359375,0.0246429443359375,0.04953765869140625,0.9817629456520081,0.1569807380437851,0.0251007080078125,1.9735562801361084,6.105117904553481e-07,3.223407001387568e-12,0.0,3.963984696042644e-10,0.00010196273069595918
val_diff_000004,8.515200534704032e-14,28.934560775756836,5.664064701704774e-06,1.0000001192092896,-1.1920928955078125e-07,0.7569781541824341,0.9926047921180725,0.7569781541824341,0.8825498223304749,0.005027113016694784,0.001419481006450951,0.6082467436790466,0.0376761332154274,0.9317826628684998,0.5346440672874451,0.5349969267845154,0.5346440672874451,0.4032149314880371,1.507145643234253,0.6349920630455017,0.5287333130836487,0.3593728542327881,0.01776885986328125,0.01776885986328125,0.027484893798828125,1.73870849609375,0.13329991698265076,0.010219573974609375,2.689436435699463,5.445518240776437e-07,2.645708955736903e-12,1.0,1.597951215792648e-10,0.00010079580533783883
val_diff_000005,9.187361835931787e-14,28.934560775756836,7.966261364344973e-06,1.0,0.0,0.7090578079223633,0.7090578079223633,0.9736393690109253,0.9544677138328552,0.00790167972445488,0.0015086225466802716,0.3091112971305847,0.0388411208987236,0.9004220962524414,0.21739540994167328,0.2121482938528061,0.21739540994167328,0.11712845414876938,0.2342568188905716,0.3422403633594513,0.7154332995414734,0.5569452047348022,0.027973175048828125,0.027973175048828125,0.06289291381835938,0.790023684501648,0.167251855134964,0.03540802001953125,1.7762335538864136,7.005350539657229e-07,4.236060287265975e-12,0.0,4.750109749984688e-10,0.00010234750516247004
val_diff_000006,7.912530494095377e-14,28.934560775756836,8.000656634976622e-06,1.0,0.0,0.5613627433776855,0.5613627433776855,0.984462320804596,0.9633250832557678,0.0054183294996619225,0.0011524645378813148,0.27923184633255005,0.03394811600446701,0.9088250994682312,0.7871688008308411,0.7887376546859741,0.7871688008308411,0.6575552821159363,3.503931760787964,0.8108978271484375,0.6882600784301758,0.5246925354003906,0.019458770751953125,0.019458770751953125,0.04083251953125,0.9013960361480713,0.13949473202228546,0.021587371826171875,1.8915002346038818,6.157128495942743e-07,3.204408743559539e-12,0.0,3.818138305522467e-10,0.00010189118620473891
val_diff_000007,8.173530483077812e-14,28.934560775756836,7.6066980909672566e-06,0.9999998807907104,1.1920928955078125e-07,0.5804370641708374,0.9721091985702515,0.5804370641708374,0.9415126442909241,0.006285517476499081,0.0018360574031248689,0.33152544498443604,0.042849358171224594,0.9391431212425232,0.7943245768547058,0.8000754714012146,0.7943245768547058,0.6968134641647339,1.7193059921264648,0.8347535133361816,0.7229039669036865,0.5660529136657715,0.016452789306640625,0.016452789306640625,0.0367431640625,0.7269509434700012,0.12826846539974213,0.022632598876953125,1.6234619617462158,6.243474786060688e-07,3.634395302071214e-12,1.0,3.6081571064272566e-10,0.00010178809316130355
val_diff_000008,8.056198801597789e-14,28.934560775756836,8.279688699985854e-06,1.0,0.0,0.5895807147026062,0.5895807147026062,0.965160608291626,0.9686339497566223,0.005611080676317215,0.0011913819471374154,0.2470710128545761,0.03451654687523842,0.9340233206748962,0.3082502484321594,0.30714038014411926,0.3082502484321594,0.13971130549907684,0.7738073468208313,0.3737797737121582,0.7606716752052307,0.6137773990631104,0.016147613525390625,0.016147613525390625,0.041576385498046875,0.6236004829406738,0.12707330286502838,0.0258941650390625,1.6056275367736816,6.210175911292026e-07,3.399973878825957e-12,0.0,4.433004796577933e-10,0.00010219246905762702
val_diff_000009,7.00642275859413e-14,28.934560775756836,8.989462003228255e-06,1.0,0.0,0.6654501557350159,0.6654501557350159,0.9760867953300476,0.9469242691993713,0.010552221909165382,0.0021337000653147697,0.36207258701324463,0.046192098408937454,0.8470458388328552,0.23984049260616302,0.23961590230464935,0.23984049260616302,0.09542187303304672,0.9064141511917114,0.3089043200016022,0.6210815906524658,0.45041215419769287,0.040439605712890625,0.040439605712890625,0.073394775390625,1.2133455276489258,0.2010960429906845,0.033329010009765625,2.2021288871765137,6.817657549618161e-07,4.3938988732172835e-12,0.0,4.935593600485788e-10,0.0001024380762828514
