name,normal_paper_modulus_mae,recalibrated_paper_modulus_mae,delta_paper_modulus_mae,normal_chi2_modulus,recalibrated_chi2_modulus,delta_chi2_modulus,normal_pearson_corr,recalibrated_pearson_corr,delta_pearson_corr,normal_real_amp_l1,recalibrated_real_amp_l1,delta_real_amp_l1,normal_real_amp_ssim,recalibrated_real_amp_ssim,delta_real_amp_ssim,normal_real_support_iou,recalibrated_real_support_iou,delta_real_support_iou,normal_real_support_dice,recalibrated_real_support_dice,delta_real_support_dice,normal_real_support_volume_ratio,recalibrated_real_support_volume_ratio,delta_real_support_volume_ratio,normal_real_phase_mae_true_support,recalibrated_real_phase_mae_true_support,delta_real_phase_mae_true_support
val_diff_000017,4.338777542114258,4.335469722747803,-0.003307819366455078,0.02032308094203472,0.020101480185985565,-0.0002216007560491562,0.9896074533462524,0.9897481799125671,0.00014072656631469727,0.006348864641040564,0.0062076980248093605,-0.00014116661623120308,0.9563615918159485,0.9572708010673523,0.0009092092514038086,0.760218620300293,0.7664216756820679,0.006203055381774902,0.8637775182723999,0.8677675127983093,0.003989994525909424,1.261225700378418,1.249817132949829,-0.011408567428588867,0.3182865083217621,0.31848907470703125,0.00020256638526916504
val_diff_000018,3.700915813446045,3.721182346343994,0.02026653289794922,0.02003953605890274,0.020376304164528847,0.00033676810562610626,0.9897064566612244,0.9896416664123535,-6.479024887084961e-05,0.0037907115183770657,0.003740269923582673,-5.0441594794392586e-05,0.972597062587738,0.9727197289466858,0.0001226663589477539,0.7262534499168396,0.733362078666687,0.007108628749847412,0.8414215445518494,0.8461729884147644,0.004751443862915039,1.2806036472320557,1.2493013143539429,-0.03130233287811279,0.3331834375858307,0.333838552236557,0.0006551146507263184
val_diff_000019,4.221595764160156,4.239230155944824,0.01763439178466797,0.02706201933324337,0.027681613340973854,0.000619594007730484,0.9860631227493286,0.9858044981956482,-0.0002586245536804199,0.0067030698992311954,0.006720268167555332,1.7198268324136734e-05,0.9503075480461121,0.949864387512207,-0.0004431605339050293,0.7023777961730957,0.7039061188697815,0.001528322696685791,0.8251726627349854,0.8262264132499695,0.0010537505149841309,1.2804813385009766,1.2617236375808716,-0.01875770092010498,0.47916141152381897,0.48284032940864563,0.00367891788482666
val_diff_000020,3.8649826049804688,3.896285057067871,0.031302452087402344,0.019644614309072495,0.02006353810429573,0.0004189237952232361,0.9898431897163391,0.9896423816680908,-0.00020080804824829102,0.006198978517204523,0.006155640818178654,-4.333769902586937e-05,0.9519639611244202,0.9522420763969421,0.00027811527252197266,0.7119163274765015,0.7155916094779968,0.0036752820014953613,0.8317185640335083,0.834221363067627,0.0025027990341186523,1.291716456413269,1.2758326530456543,-0.015883803367614746,0.37673017382621765,0.3830244839191437,0.006294310092926025
val_diff_000021,3.8473546504974365,3.8497917652130127,0.002437114715576172,0.019693301990628242,0.0201718769967556,0.0004785750061273575,0.9899256229400635,0.9897186160087585,-0.00020700693130493164,0.005956592038273811,0.005888837855309248,-6.775418296456337e-05,0.9535017609596252,0.9543259739875793,0.0008242130279541016,0.7846224904060364,0.7892769575119019,0.0046544671058654785,0.8793148398399353,0.8822300434112549,0.00291520357131958,1.1963802576065063,1.1829842329025269,-0.013396024703979492,0.411578506231308,0.3650357127189636,-0.04654279351234436
val_diff_000022,3.9850246906280518,3.9997010231018066,0.014676332473754883,0.014267807826399803,0.014655719511210918,0.00038791168481111526,0.9928686618804932,0.9927003979682922,-0.00016826391220092773,0.009063338860869408,0.008942930027842522,-0.00012040883302688599,0.9378846287727356,0.9385284781455994,0.0006438493728637695,0.802666187286377,0.8043304681777954,0.001664280891418457,0.8905322551727295,0.8915556073188782,0.0010233521461486816,1.0977015495300293,1.0932185649871826,-0.00448298454284668,0.27908721566200256,0.2871569097042084,0.00806969404220581
val_diff_000023,4.241562366485596,4.240699291229248,-0.0008630752563476562,0.024000929668545723,0.024070022627711296,6.909295916557312e-05,0.9877433180809021,0.9879204630851746,0.00017714500427246094,0.006792123895138502,0.006695941090583801,-9.618280455470085e-05,0.9529833197593689,0.9532579183578491,0.0002745985984802246,0.7022192478179932,0.7071912884712219,0.00497204065322876,0.8250632286071777,0.8284851312637329,0.0034219026565551758,1.3664921522140503,1.3526551723480225,-0.013836979866027832,0.3859911561012268,0.3925933241844177,0.006602168083190918
val_diff_000024,4.464253902435303,4.458281993865967,-0.0059719085693359375,0.014696558937430382,0.01481388695538044,0.00011732801795005798,0.9927722811698914,0.9928662776947021,9.399652481079102e-05,0.009750367142260075,0.009728613309562206,-2.1753832697868347e-05,0.9374158978462219,0.9376029968261719,0.00018709897994995117,0.7461384534835815,0.7489936947822571,0.002855241298675537,0.8546154499053955,0.8564853072166443,0.0018698573112487793,1.256956696510315,1.2474397420883179,-0.00951695442199707,0.3183020353317261,0.32243239879608154,0.004130363464355469
val_diff_000025,3.574143886566162,3.556107759475708,-0.0180361270904541,0.015756292268633842,0.015423455275595188,-0.00033283699303865433,0.9919695854187012,0.9921372532844543,0.00016766786575317383,0.00880146399140358,0.008777644485235214,-2.381950616836548e-05,0.936595618724823,0.9370014071464539,0.0004057884216308594,0.7309409976005554,0.7418427467346191,0.01090174913406372,0.8445591330528259,0.851790726184845,0.007231593132019043,1.2176400423049927,1.2120165824890137,-0.005623459815979004,0.30356594920158386,0.31134533882141113,0.0077793896198272705
val_diff_000026,4.535905838012695,5.181524753570557,0.6456189155578613,0.04166945070028305,0.12595513463020325,0.0842856839299202,0.9792288541793823,0.9447699189186096,-0.034458935260772705,0.0088154636323452,0.011527353897690773,0.0027118902653455734,0.9342594146728516,0.9201071262359619,-0.014152288436889648,0.763617217540741,0.6130867600440979,-0.15053045749664307,0.8659670948982239,0.7601410746574402,-0.10582602024078369,1.1182116270065308,0.7186158299446106,-0.39959579706192017,0.6057330369949341,0.8354487419128418,0.22971570491790771
val_diff_000027,3.3307294845581055,3.371520519256592,0.04079103469848633,0.016054708510637283,0.016714541241526604,0.0006598327308893204,0.991576611995697,0.9912399649620056,-0.00033664703369140625,0.0023209084756672382,0.002250636462122202,-7.027201354503632e-05,0.9805030226707458,0.9812028408050537,0.0006998181343078613,0.8136080503463745,0.8200339674949646,0.006425917148590088,0.8972259163856506,0.9011194109916687,0.0038934946060180664,1.1246141195297241,1.1060904264450073,-0.018523693084716797,0.21117541193962097,0.21088667213916779,-0.00028873980045318604
